Customer Id,Discount Code,Company Name,Addressline,Forename,Surname,City,Postcode,Phone,Additional Information,Credit Limit
C002646,N,ADUNO-Gruppe,rue de la Terrassière,John,Carter,Devonport,pl1 5rt,197-330-1102,joh_carter0@adu.com,3600000
C045338,H,ADV,1290 Avenue of the Americas,Donald,Dingley,Wemyss Bay,PA189EM,124-898-1337,dondingley2@adv.com,750000
C045087,N,Advait Auto Finance Pvt. Ltd.,DMG,Lesley,Davis,Rand,LN3 4DG,140-883-6708,,110000
C012288,L,Advait Commercial Enterprises Ltd.,720 SW Washington St.,Simon,Carty,Bickleigh,EX16-5CL,170-437-0530,sim_carty2@advait.com,37000000
C018737,N,"Advance America, Cash Advance Centers, Inc.",200 1st St. SW,Philip,Buckman,Great Bookham,KT23 0GZ,172-035-9595,phi_buckman@adv.com,990000
C004658,N,"Advance Auto Parts, Inc.",2300 Windy Ridge Pkwy SE,Ewart,Baker,Crowle,DN17 5LC,177-336-9720,,84000
C024786,N,Advance Bank AG,3725 Dove Creek Cir,Alison,Smith,Hill Top,SO42 6RR,131-042-6530,,7000
C044873,N,Advance Bio-coal (india) Ltd.,431 18th St. NW,Christopher,Hinton,Brightlingsea,CO7 7OJ,141-580-6791,,11000
C024064,H,Advance Crop Solutions Ltd.,13707 NE 8,Anil,Nayyar,Conisholme,ln11 5qe,121-485-3203,,4200000
C035613,H,Advance Data Systems,498 7th Ave,Richard,Potter,Coxtie Green,cm147vk,151-062-5538,,4100
C014165,M,Advance Food Company,12000 Vista Del Mar,Alan,Reid,Kerswell,EX15 0PY,170-394-7270,alan_reid@advanc.com,8400
C028554,N,Advance Home Medical Nursing,Riyadh Data Center,Adullah,Dervish,Torran,PA31 4LP,160-253-7337,adu.dervish@atfnsm.com,54000
C003166,M,Advance Ispat (india) Ltd.,4200 E 5th Ave,Thomas,Leonard,Hafodunos,ll22 2ya,146-966-5592,t_leonard@atf.com,1090000
C018928,N,Advance Magazine Group,8251 Grennsboro Drive,Phyllis,Gwilt,Upper Framilode,gl29uv,181-571-5333,p_gwilt@advancemagaz.com,56000000
C026800,H,Advance Multitech Ltd.,5555 Melrose Ave.,Neil,Hickman,Chettle,DT11-0FY,170-328-1677,nhickman5@atfnsmlttklt.com,460000
C037492,N,Advance Paints Pvt. Ltd.,Jaime Balmes No. 11 Edif C Piso 6,Sylvia,Lees,Herrington,SR3 6ZC,170-394-7293,s_lees0@advanc.com,5800
C032298,H,"Advance Paper Co., Ltd",9300 Imperial Hwy,Janet,Arnold,Kincardine O neil,AB341RU,130-283-0660,,62000
C024951,M,Advance Petrochemicals Ltd.,1043 S. 14th Court,Keith,Hutchinson,Dolywern,LL20 6XR,151-273-2556,,4100000
C022464,H,Advance Power Devices Pvt. Ltd.,1 Hartford Plaza,Jacqueline,Ford,Pymore,cb6 6cy,131-072-6255,jacquelineford4@advancepower.com,10700000
C013333,L,Advance Power Display Systems Ltd.,3135 Easton Turnpike,James,Holding,Audley End,CB11-2LY,120-331-0265,j_holding@advancepower.com,300
C001448,N,Advance Powerinfra Tech Ltd.,142 W. 57th St.,Carol,Tromans,Dunkeswick,LS17 8UR,170-394-7236,,87000000
C001490,M,Advance Steel Tubes Ltd.,1 Dell Way # 6,Susan,Bussey,Newton,ph80gy,167-865-7439,sus.bussey@advanc.com,38000000
C023586,N,Advanced Accessory Systems,Central Receiving,Anna,Hrizenko,Croydon,cr15mu,191-745-2877,ahrizenko@atfnst.com,5900
C012787,M,Advanced Bio-agro Tech Ltd.,2211 Dover St,Lisa,Clemson,Winterslow,SP5 5MC,131-245-5941,lisa.clemson@advanc.com,10800000
C047897,L,Advanced Bodyshop Inc,399 Boylston Street,Pauline,Morrell,Brighthampton,OX8 3IX,131-269-3086,p.morrell@atfnstptxpnk.com,5400
C018351,H,"Advanced Broadband Solutions, Inc.",701 First Ave.,Lew,Lim,Ardler,PH12 8XY,151-680-3352,,10400
C025461,N,Advanced Computer Technology Inc.,One i2 Place,John,Foxall,Grasmere,LA224HK,131-269-3366,jfoxall7@atfnst.com,9200000
C047822,L,Advanced Diagnostic Radiology,3901 N. First St.,David,Smith,Portsmouth,po5 0sy,131-072-6200,,490000
C006692,H,Advanced Digital Information Corp.,"501-A, 'Landmark'",Sheila,Briddick,Croy,g654fr,165-021-3216,sbriddick@atfnst.com,30000000
C000495,L,"Advanced Energy Industries, Inc.",228 Strawbridge Drive,Christopher,Gitsham,Kerrysdale,IV21 6ZA,197-301-1114,,2000
C010818,N,Advanced Enzyme Technologies Ltd.,10300 Strathmore Hall St,Zoe,Smith,Wycliffe,DL12 0FN,131-269-3468,,60000
C001382,N,"Advanced Fibre Communications, Inc.",1 Claibourne Ave,John,Whitehouse,Newhall,DE11 0MR,141-421-2133,j_whitehouse6@advancedfibr.com,5000000
C023354,N,Advanced Financial Solutions,611 Bollinger Canyon,John,Perrins,Tydd Gote,pe131yz,131-434-5338,,330000
C011666,N,Advanced Magnetics Ltd.,302 Carnegie Ctr,Adeline,O brien,Chapel Lawn,SY7 3WV,131-042-6559,adeo brien@advancedmagn.com,4900000
C018138,N,"Advanced Marketing Services, Inc.",9 Campus Dr,David,Baker,Weare Giffard,ex399zw,197-220-7654,,42000000
C013750,N,"Advanced Medical Optics, Inc.",ICICI Bank Tower,Richard,Smith,Lansallos,PL13 3LF,160-797-4542,,600
C005571,L,Advanced Medical Solutions Group,910 Louisana St.,Sharon,Young,Trevine,SA62 8IH,167-865-7541,sharonyoung9@adv.com,29000000
C036613,M,Advanced Micro Devices GmbH,5005 E. McDowell Rd.,Linda,Corrick,Kirkbymoorside,YO62-5MW,131-072-6238,l_corrick7@advancedmicr.com,44000000
C014978,N,"Advanced Micro Devices, Inc.",1310 North Court House Rd.,Gillian,Brownjohn,Aston Clinton,HP22 4YQ,184-771-4259,gbrownjohn4@advanc.com,63000000
C027435,N,Advanced Micronic Devices Ltd.,#88 M G Road3rd Floor,Brian,Dawes,Keasden,LA2 4SL,197-240-2624,bdawes4@advanc.com,5300
C020219,M,Advanced Neuromodulation Systems,1 Freedom Valley Drive,Michael,Hollingshead,Lighthorne,CV35 9UT,131-269-3560,michollingshead5@atf.com,590000
C001018,H,Advanced Oral Care Products Ltd.,Nokia House,Vincent,Bell,East Rainton,DH5 3XA,131-269-3555,vbell8@atfnstrlkrpr.com,240000
C030694,H,"Advanced Paradigm Solutions, Inc.",201 N. Douglas St.,Anthony,Deane,Sheinton,SY59NZ,131-269-3045,antdeane7@advanc.com,7800
C002182,L,Advanced Process Control S,1100 Cadillac Court,Anthony,Dow,Dalwood,ex130qz,177-379-3441,,920000
C050562,N,Advanced Radio Telecom Corp.,7711 Center Ave.,Patricia,Wootton,Stockton On Teme,WR6 1WD,161-227-7687,patriciawootton@atfnst.com,105000
C040212,M,Advanced Schema,Viehwasen 55,Mark,Kirby,Wotton Underwood,hp18 6rx,131-449-4537,,49000
C029396,N,"Advanced Semiconductor Engineering, Inc.",191 avenue Charles de Gaulle,Robin,Clifton,Cringletie,EH45-6ML,141-553-7552,rob.clifton6@advancedsemi.com,2600000
C015800,N,Advanced Sterilization Products,1800 F Street NW,Hardeep,Gakhal,Remenham,rg98jy,191-331-9123,hargakhal@advanc.com,2100
C044898,H,Advanced System Development,333 S State St,Gail,Salter,Stithians,TR3 9UM,167-865-7603,,8900000
C051246,N,Advanced Transfusion Medicine Research Foundation,1 Metrotech Ctr,Sharon,Agnew,Swineshead,PE206CW,171-383-7200,s_agnew@advanc.com,93000
C042308,M,Advanced Vital Enzymes Ltd.,1 E. Telecom Pkwy.,Ernest,Pearce,Zennor,TR26 0YV,131-244-6104,,46000
C013095,H,AdvanceMed Corporation,309 Greenwich Ave Apt C222,Bryan,Edwards,Ansty,rh176kx,131-269-3305,bry.edwards5@advancemedco.com,1300000
C034856,N,Advani Hotels & Resorts (india) Ltd.,PO Box 686,Nicholas,Parton,Skelmuir,ab42 9tn,131-269-3037,nic_parton6@advani.com,900
C034086,H,Advanstar Communications,Alsterufer 1,Gareth,Morgan,Glenquiech,dd8 4zv,181-339-0225,gareth.morgan@advanstarcom.com,790000
C016286,L,Advanta Business Services Corp,Rennweg 97-99,Gordon,Hedges,Dounie,IV19-3ZJ,131-224-3476,gor_hedges@atfntp.com,500000
C040583,N,Advanta India Ltd.,Postfach 10 11 52,John,Grant,Little Bardfield,cm79mm,172-789-7715,jgrant2@atfntntlt.com,460000
C032299,N,Advanta Seeds BV,Postfach 13 04 06,Bachir,Mezara,Drayton,LE16 0EO,172-789-7718,,40000000
C027314,L,Advanta Seeds Ltd.,Postfach,Brian,Hadley,Alkmonton,DE65NV,727-897-7471,brihadley0@advantaseeds.com,4700
C040366,N,Advantage Business Group,Abteilung KU1,Richard,Harvey,Weyhill,sp117wt,727-897-7686,richarvey7@adv.com,103000
C012018,M,Advantage Consulting Inc.,1800 Concord Pike,Abdelaziz,Nacer,Hauxton,CB2-6WS,172-789-7762,,3300000
C044630,L,"Advantage IQ, Inc.",1825 Swift Ave.,Debra,Morris,Woodham,dl172om,131-434-5327,,7900
C002737,L,Advantage Management Solutions LLC,4700 Silver Hill Rd.,Peter,Cooley,Instow,ex393ks,172-789-7424,petercooley@atfntj.com,6100
C014380,N,Advantage Sales and Marketing Inc.,1525 Wilson blvd,Terence,Malton,Southend,PA28-1ZX,185-867-6217,t.malton4@atfntj.com,900
C039969,N,"Advantage Solutions Group, Inc.",1001 W Sam Houston Pkwy N,John,Thorne,Harrow,HA2 7RB,185-867-6210,j_thorne8@atfntj.com,71000000
C014139,N,Advantec Corp.,11107 Sunset Hills Rd.,Anne,Mitchell,Ashford Carbonel,sy82nc,185-867-6319,anne_mitchell@advanteccorp.com,2500000
C028618,N,"Advantex Marketing International, Inc.",Wallstadter Strasse 59,Julie,Ratcliffe,Kirkbride,CA5 6BC,185-867-4201,,74000000
C044769,N,ADVASO GmbH,Sandstrasse  7 - 9,Terence,Stammers,Haydon Bridge,NE47 9MN,185-867-6310,,360000
C046328,M,Advent Computer Services Ltd.,PO Box 524038,Kamala,Patel,Upper Caldecote,sg18 9df,185-867-6286,,6000000
C039443,N,Adventist Health,Hatfield Business Park,Elizabeth,Smith,Friarton,PH2 5EM,185-867-6315,eli_smith@adv.com,7000
C038730,M,Adventist Health System Sunbelt Healthcare Corporation,PO Box 40010,Stuart,Norton,Westcombe,ba45km,185-867-4200,s_norton@adventisthea.com,4500000
C017651,H,Adventnet Development Centre (india) Pvt. Ltd.,Postbus 30008,Keith,Currier,Cogenhoe,NN7 8TF,185-867-6201,k.currier@adventnetdev.com,220000
C032935,N,Advertising Standards Council Of India,Postbus 80070,Julie,Kinsella,Alvechurch,b48 6cb,180-069-0600,jul.kinsella@advert.com,10800000
C027796,H,Advertising.com,321 University Hall,John,Theobald,Thorndon,IP23 0BA,194-921-9221,joh_theobald@advertisingc.com,9000
C028891,L,Adviesdienst Verkeer en Vervoer,4 Triton Square,David,Griffiths,Damerham,SP6 9RA,181-897-2874,dav_griffiths@advies.com,620000
C019162,N,Adviesdienst voor Geo-informatie en ICT,Huntercombe Lane South,Ian,Charie,Towthorpe,YO323PZ,176-342-0335,i_charie@advies.com,300000
C020471,M,Advik Laboratories Ltd.,1000 AAA Dr.,Hazel,Barratt,Fairfield,SK17 2PW,181-826-0729,haz.barratt@adviklaborat.com,83000000
C033127,H,Advisa Group Inc.,5400 Bayfront Plaza,Kenneth,Tarbet,Holme,PE7 1YF,181-826-0727,kentarbet5@advisagroupi.com,99000000
C004010,M,Advisory Board Company,3M Center,David,Floyd,Newton Kyme,LS24 7SU,141-539-4900,dav.floyd7@atf.com,28000000
C003670,N,"ADVO, Inc.","Unit B, Globe House",Micahel,Davis,St Ann s Chapel,PL189YA,141-573-3526,m_davis6@advoin.com,1400000
C000277,M,Advocare,P.O. Box 51040,Clive,East,Rait,PH22IM,180-177-8836,,9700000
C043523,M,Advocate Health,P. O. Box 230007,Anthony,Clarke,Reymerston,NR9 2LL,165-085-8660,,85000000
C032335,N,Adwaith Textiles Ltd.,199 Bishopsgate,Frank,Mason,Out Rawcliffe,pr3 4hb,165-085-8653,fra_mason8@at0.com,510000
C007069,L,Adwave Construction Ltd.,7171 Goodlett Farm Pkwy,Margaret,Ross,Lamas,NR10 4QO,165-085-8659,,420000
C043405,N,AE Business Solutions,1 Town Center Rd,John,Robertson,Dinas Dinlle,LL54-7LP,121-032-1857,j_robertson@aebusi.com,330000
C008528,N,Aecon Group Inc.,Postbus 23025,Kerry,Clarke,Achamore,PA60 5XJ,165-085-8644,ker_clarke3@aec.com,9400000
C023168,L,AED,P.O. Box 929,Doreen,Johnson,Leadenham,ln55oq,150-952-7363,dor_johnson@aed.com,7200000
C051390,N,Aegean Properties Ltd.,1 American Rd.,Ronald,Holt,South Cove,nr345ih,141-559-7200,rholt@aegean.com,5600
C012970,N,"Aegis Communications Group, Inc.",Toronto Dominion Bank Tow,Richard,Douthwaite,Penllergaer,sa46xj,192-528-7585,r.douthwaite0@aegisc.com,1800
C007144,N,"Aegis Insurance Services, Inc.",Financial Services Centre,Kwok,Tang,Stenscholl,IV51 8KR,141-590-8768,,90000
C037289,M,Aegis Logistics Ltd.,PO Box 70903,John,Cook,Ganllwyd,LL40 8FY,141-590-8733,jcook1@aegislogisti.com,1100
C010198,N,AEGON BANK NV,205 E 10th Ave,Roy,Kent,Clifton,PR4-1OK,141-590-8777,roykent@aegonbanknv.com,7200000
C028693,M,AEGON Canada Inc.,55 Beattie Place,Wendy,Howell,Chinnor,OX9 5WG,141-559-7238,wen.howell@akn.com,2300
C042142,H,AEGON Direct Marketing Services Inc.,1101 Marina Village Pkwy,Ian,Morgan,Deopham Green,nr185sa,141-590-8743,i_morgan4@aegond.com,11000
C009682,N,AEGON N.V.,850 Asbury Dr.,Susan,Mead,Chard,TA20 7YG,192-528-7584,sus_mead@aknnf.com,8600
C039988,N,AEGON NEDERLAND NV,5970 Greenwood Plaza Blvd,Sunil,Pujara,Stainton,DL11-5VT,141-559-7224,,1070000
C013195,N,AEGON UK plc,P. O. Box 590407,Donna,Brassington,Cuddington Heath,SY14 7NZ,141-559-7257,d_brassington@akn.com,4400000
C019241,N,"AEGON USA, Inc.",Procurement Services,Julie,Plested,Halnaker,PO18-3JC,141-590-8732,julie_plested@aegonusainc.com,44000
C045946,L,Aeko Consulting,7 Commerce Dr.,Shirley,Jackson,Tanfield,DH9 3KC,192-521-6977,,95000000
C041820,M,AEL,Chalkdell Drive,George,Green,Wellington Marsh,HR4 5RI,141-559-7213,g_green@ael.com,8800
C007622,M,AEL Eletropaulo,1100 Town and Country Rd.,Fonsie,Clarke,Rahoy,PA34-8ZK,141-590-8749,,3400000
C030699,H,Aeonian Investments Co. Ltd.,161 N. Clark St.,Gillian,Allardice,Little Lawford,CV23 6JK,141-540-2466,,9100000
C011166,N,"AEP Industries, Inc.",128 Third St. South,Ranjana,Pal,Ilmer,HP27 0DD,141-559-7219,ranpal@aepind.com,88000000
C005207,L,Aepex Business Consultants,PO Box 513,Neal,Milton,Buckfastleigh,TQ11 0AT,141-590-8730,n_milton@apksps.com,54000000
C019571,N,Aera Energy LLC,"Postbus 5000, Wormerveer",Mary,Smith,Harbridge,bh241ur,141-559-7241,marsmith@aeraenergyll.com,7900000
C043697,N,Aerens Goldsouk Intl. Ltd.,301 Industrial Blvd.,Brian,Howell,Burgate,IP22 0AR,141-590-8779,bri_howell@aerens.com,1800
C007792,L,Aero Agencies Ltd.,1100 Olive Way,Frances,Dyson,Haughhead,G654SP,141-590-8748,frances.dyson@aeroagencies.com,64000
C016914,H,Aero Estates & Leasing Co. Ltd.,19001 Crescent Springs Drive,Michael,Curry,Bugthorpe,YO4 7EH,141-559-7259,mic.curry@arsttslsnkkl.com,9500000
C019061,N,Aero Traders Ltd.,9210 Corporate Blvd.,Simon,Bold,Beck Foot,LA81QA,141-559-7271,s_bold@artrtr.com,37000
C043053,M,Aeroflex Laboratories Incorporated,5204 East Ben White Rd.,Graham,Robinson,Little Walden,cb10 1aq,141-581-7583,gra.robinson@arflks.com,3300000
C023077,N,Aerojet,P.O. Box 16522,John,Wilkes,Kirkliston,EH29-4EG,141-559-7284,john_wilkes9@aeroje.com,10500000
C033642,L,"Aeronautical Radio, Inc.",1313 N. Atlantic St.,Cicely,Rough,Marsh Gibbon,OX6 2UZ,141-559-7223,c.rough@aeronautical.com,16000000
C008691,N,Aéroport De Paris,PO Box 11184,Jonathan,Beal,Pilsgate,PE92OU,141-559-7255,jonathanbeal@aéroportdepa.com,8800
C006503,L,Aerospace Corporation,2551 Riva Road,Michael,Llewellyn,Leochel Cushnie,AB33-8XU,141-590-8716,,2000000
C013911,N,"Aerospace, Marine and Electronic Systems","Place du Portage, Phase III, 8C2",Michael,Bullen,Egg Buckland,PL6 7YC,141-559-7226,,1500
C014662,L,Aerostar Helmets Ltd.,Leuvensesteenweg 392B,Elsie,Allen,St Michael s On Wyre,PR3 9EL,141-590-8736,e.allen@arstrlmtslt.com,530000
C013038,N,Aerovox Incorporated,Leuvensesteenweg 392B,Philip,Smith,Brilley,HR3 3EU,141-590-8767,phi_smith7@aerovoxincor.com,29000000
C027486,H,AES Corporation,Decision Support Services - DSS,Donna,Newton,Long Whatton,le12 9tv,141-590-8799,,37000
C046178,N,Aesculapius Remedies Ltd.,PO Box 178,Colin,Sinclair,Loans,ka108db,141-559-7260,csinclair@asklps.com,61000000
C015943,L,AETC,6373 San Ignacio Avenue,Ian,Macdonald Lord,Mill End,SG9 2VA,141-590-8718,,8400000
C022411,L,Aetna,Suite 271,Balhar,Badesha,Newchurch,BB4 4RW,141-559-7225,balbadesha8@aetna.com,290000
C035256,N,Aetna Inc.,930 Carling Ave.,Saron,Kelay,Small Dole,BN5-6TH,141-559-7270,sar_kelay4@atnnk.com,30000
C004700,N,Aexis Belgium NV,PO Box 2248,Anthony,Plant,Stratford Sub Castle,sp1 2ox,192-528-7570,a_plant@aexisb.com,5900000
C033795,N,Aexis International NV,P.O. Box 20,Raymond,Miller,Kilrenny,ky10 2gl,180-193-3135,,810000
C003900,N,Aexis Nederland,UK SSC,Gary,Dyson,West Kingsdown,tn153mb,180-153-1143,,79000000
C010785,N,AF Frequency Mgmt Agency,P.O. Box 1583,Ranjana,Pal,Croydon,CR1 6BW,165-057-2433,ranjanapal@affrknsmkmtj.com,42000
C015774,M,AF Kelly & Associates,Technology Asset Services,Natalie,Evans,Mugeary,iv512vs,650-574-4000,nat.evans@afkell.com,100
C040902,N,AF/SSO,15 Garnett Street,Susan,Smith,Weston Under Penyard,hr94jv,131-499-7320,sussmith8@afs.com,6100
C048419,H,AFC2ISRC,1300 Albany St.,Robert,Morgan,Fishlake,DN7 1SH,165-057-2400,,67000000
C031184,N,Afcons (overseas) Constructions & Invsts. Pvt. Ltd.,2109 Fox Dr.,Martin,Cowley,Newby Bridge,la12 1zk,165-057-4400,,460000
C011696,N,Afcons Arethusa Offshore Services Ltd.,PO Box 4637,Andrew,Pittendrigh,Arlington,BN26-1MI,165-075-2457,apittendrigh@afc.com,3000
C014367,H,Afcons Dredging & Marine Services Ltd.,801 Cherry St.,Marlene,Gough,Whitsbury,SP6 9UT,165-037-7394,,9500
C030984,N,Afcons Infrastructure Ltd.,150 Thorn Hill Drive,Angela,Aveyard,Aston,ox18 6as,121-342-7462,a_aveyard@afk.com,1000
C017901,N,Afcons Pauling (india) Ltd.,20002 N. 19th Ave.,Derrick,Beddoe,Slattadale,IV22 8BM,121-367-3790,derbeddoe2@afknsplnkntl.com,7000000
C027711,L,AffectoGenimap Oy,1 American Rd.,Mark,Wheatley,Pumsaint,SA19 7NG,121-367-3805,mar_wheatley@affect.com,8100000
C037277,N,"Affiliated Computer Services, Inc.",1600 Kapiolani Blvd.,Dhirubhai,Patel,Ganthorpe,yo60 6iv,121-367-3791,d_patel@affiliatedco.com,7000000
C016121,L,"Affiliated Computer Systems, Inc.",515 N State St.,Lorraine,Jones,Reisgill,KW3 1SW,121-367-3804,l_jones9@affili.com,1200
C013721,N,Affiliated Foods Incorporated,9939 Norwalk Blvd.,Trevor,Marshall,London,se19 7hm,154-129-8663,trevor_marshall@affiliatedfo.com,980000
C050907,N,Affiliated Foods Southwest,132 Fairgrounds Rd.,Robin,Bywater,Culgower,KW80KM,154-129-8664,rob.bywater@affili.com,18000
C025875,M,Affiliation Networks Inc.,Attn: Team C,James,Hosie,Chilcombe,DT62LV,194-950-9441,james_hosie@affiliationn.com,3700
C029552,N,AFFINA Corporation,FC-WEST-AMEX,Stephen,Clayton,Fairgirth,DG5 7MX,194-985-4310,,3600
C010363,H,Affinia Group Inc.,Postbus 3345,John,Kiernan,Birchover,DE4 4PG,194-972-5486,,1100
C051473,N,Affinia Hospitality,PO Box 22024,Ian,Thomas,Densole,CT18 7UI,194-972-5479,i.thomas@affini.com,48000000
C000280,N,Affiniti,9360 Towne Centre Dr.,Philip,Nixon,Longnewton,td6 6wh,192-584-7620,phi.nixon2@afnt.com,680000
C005118,N,"Affinity Group, Inc.",USERSYH182,Nicolette,Brown,Sallachy,IV40 2ZW,151-528-2910,nicolettebrown@afntkrpnk.com,89000000
C050577,N,"Affinity Health Plan, Inc.",4615 E. Elwood St.,Duncan,Blair,Wester Ord,ab320wc,170-838-6500,,9000
C003990,H,"Affymetrix, Inc.",9700 US Highway 290E,Vincent,Myers,Steen s Bridge,HR6 5PU,120-634-0239,,107000000
C010411,N,AFG Arbonia-Foster Holding AG,9705 Patuxent Woods Dr.,Rodney,Dilkes,Haunn,HS8 6OY,120-634-0237,roddilkes@afgarboniafo.com,30000000
C042933,H,AFG Industries Inc.,4815 West Markham,Jonathan,Foreman,Hanley Child,wr151tu,120-634-0866,jonforeman9@afgindustrie.com,9500000
C008487,N,AFG Services AG,1260 E. Mendocino St.,Doreen,Ball,Skipwith,YO8 0UF,141-589-9200,,1100000
C034960,N,Afghanistan Restaurant,Ten Canal Park,Craig,Joy,Shalden,GU345FT,141-589-9517,craigjoy1@afghan.com,20000000
C002714,M,AFLAC Incorporated,6941 Vista Dr.,David,Jones,Driffield,GL7 1GK,141-589-9423,davjones@aflacincorpo.com,98000
C036539,N,AFLAC Japan,.,Alan,Muscat,Scotton,hg50kf,141-589-9546,a_muscat@aflacjapan.com,24000
C004487,N,"Afni, Inc.",PO Box 30,Alfred,Mayfield,Wootton,ST21 9ES,141-589-9447,a.mayfield9@afnnk.com,1020000
C024220,L,Afore Banamex,3 Harbour Drive,Dayal,Patel,Elmswell,ip304oy,141-589-9524,daypatel@afrpnmks.com,4400
C027189,M,AFP,Schouwrooij 15,Mary,Plimmer,Abersychan,NP4 6CB,141-589-9616,,10400
C006452,M,AFP Habitat S.A.,420 9th Ave.,Leslie,Aldridge,Laguna,ph1 0cn,141-589-9571,leslie_aldridge@afphab.com,2800
C038519,M,Afsons Industrial Corpn. Ltd.,333 Dunsmuir Street,Rosemary,Suter,Overleigh,BA16 5WN,415-899-3131,rosemarysuter@afsnsntstrlk.com,6800
C031819,N,Af-taab Investment Co. Ltd.,Applied Technologies Inc.,John,Theobald,Dounie,IV24 8BW,141-589-9597,jtheobald1@aftaab.com,110000
C022150,H,Aftek Ltd.,PO Box 353,Martin,Wood,Enfield Chase,EN4-0EL,141-589-9641,,9200000
C003667,N,Aftek Sales & Services Pvt. Ltd.,PO Box 38875,Ramniklal,Shah,East Hyde,LU1 6OM,141-589-9300,ram.shah@aft.com,5300000
C050192,M,Aftermarket Technology Corp.,510 Walnut Street,Catherine,Anderson,Slindon,BN18 1HU,141-589-9615,,100000000
C004629,N,AG Interactive,200 Spring St.,Keeley,Mundy,Duntocher,G81-3WK,141-589-9321,,35000000
C021812,N,Ag Processing Inc.,Apollo Business Center,Yvonne,Allan,Whipton,EX1 0NL,141-589-9340,yallan@agp.com,200000
C040176,N,Agarpara Co. Ltd.,Europa House,Allan,Milton,Glenfield,LE3 6FS,141-589-9560,allmilton2@agarparacolt.com,4100000
C025424,N,Agarpara Jute Mills Ltd.,P.O. Box 750,Kevin,Hunt,East Heslerton,YO17-7KB,131-031-9600,kev.hunt3@agarparajute.com,1000000
C029346,M,Agarsar Commerce Ltd.,Europa House,Peter,Richmond,Stockton,tf110xr,180-055-0107,,90000000
C033876,N,Agarwal Bolts Ltd.,101 East Badger Road,Andrew,Winwood,Newton Aycliffe,DL5 9EQ,165-062-7591,andwinwood@agarwa.com,18000000
C011450,M,Agarwal Cigco Ltd.,Scanning Dept. S646,Sarah,Mcgahan,Culswick,ZE2 5DF,165-085-1792,s_mcgahan@agarwa.com,42000
C030852,N,Agarwal Duplex Board Mills Ltd.,470 Atlantic Ave.,Raymond,Miller,Port Erin,IM92YC,125-357-2950,,1700000
C035968,N,Agarwal Holdings Ltd.,101 S. Tryon St.,Michael,Plimmer,Laneshawbridge,BB8-4HW,131-031-5550,,680000
C025603,N,Agarwal Industrial Corpn. Ltd.,PO Box 370,John,Lancashire,Wootton,SY7 1VY,171-496-1753,johnlancashire@agarwalindus.com,1600
C014891,N,Agarwal Steel Complex Ltd.,PO Box 26898,Stephen,Taylor,Thorn Falcon,TA3 3XZ,142-551-4070,s_taylor@agarwalsteel.com,110000
C028083,N,Age Concern Enterprises,2999 Oak Road,Elizabeth,Blizzard,Gariob,pa315rf,425-514-0753,,56000
C001528,N,Agence Centrale Des Organismes D'Intervention Dans Le Secteur Agricole,1717 E. Interstate Ave.,Inez,Ewers,Stithians,TR3 5TK,121-054-3451,,7600
C029535,H,Agence Française de développement,3500 Gaston Ave.,Reginald,Baker,Durran,kw148ct,151-044-6436,r_baker2@age.com,42000000
C024024,N,Agence pour la Biomédecine,Edisonbaan 14a,Jamie,Ebbage,Chislehurst Caves,br70mc,510-446-3906,,104000
C038463,L,Agencia Nacional de Energia Electrica,320 Park Ave.,Stephen,Jones,Claverham,bs192ql,151-044-6600,sjones1@agencianacio.com,16000000
C020579,N,Agency For Healthcare Research & Quality,Two Hampshire St.,Nigel,Ashford,Sittingbourne,ME10 4KO,151-044-6358,nigashford@agencyforhea.com,20000000
C025395,H,Agentes,2 Blue Hill Plaza,Susan,Murray,Ledwell,OX7 1KB,194-947-5495,,47000
C051240,L,Agere Systems Inc.,7601 Penn Ave. South,Andrea,Owen,Farr,PH21-2AI,194-947-5360,,75000
C042249,M,AGES Österreichische Agentur f,19 Fulton St,Neil,Redfern,Fintry,G63-7OO,194-947-5376,,3500000
C039069,M,AGF,2601 Mission St,Deidre,Agar,Slamannan,FK1 8WI,194-947-5393,deiagar8@agf.com,29000000
C003958,M,AGF Management Limited,14 Cambridge Center,Helen,Cutler,Fenny Stratford,MK2-2PP,949-475-4951,,3300000
C032117,N,AGF Seguros,Crwys House,Michael,Burns,Nanhoron,LL53-9ZV,140-749-7796,,26000
C045255,L,AGFA Gevaert AG,731 Lexington Avenue,Sharon,Billings,Adel,ls169qa,162-653-5587,s.billings@agfagevaerta.com,58000000
C048618,N,Agfa India Pvt. Ltd.,PO BOX 5043,Roger,Burrows,Poolhill,GL18 1SC,162-653-5521,,5800000
C012266,L,AgFirst Farm Credit Bank,RTE M109,Justin,Smith,Whitestone,EX46FL,162-653-5150,,3900
C041124,N,Aggarsain Spinners Ltd.,7261 Mercy Road,Malcolm,Simmons,Upstreet,CT3 2DP,162-653-5853,,42000
C010535,L,AGGM,PO Box 7446,Shaista,Parveen,Meir,st34bt,162-653-5590,sha.parveen@aggm.com,98000000
C044468,L,Aggregate Industries (UK) Ltd,4960 Conference Way North,Sigrid,Andrews,Walton,PE46NX,162-653-5803,sig.andrews@aggreg.com,8300000
C029226,H,Aggreko,"Accounting, MS152",Adam,Jones,The Drums,DD8-4KY,162-653-5562,ada_jones3@aggreko.com,51000000
