Customer Id,Forename,Surname,Age,Income,Debt,Creditscore,Company Name,Addressline,City,Postcode,Phone,Additional Information
C012931,June,Cruickshanks,02-Sep-86,2336,,,Althaf Shoes Pvt. Ltd.,Polanerbaan 1,Lopen,ta131tg,171-425-7574,j_cruickshanks@althafshoesp.com
C012970,Richard,Douthwaite,14-Dec-94,3777,,,"Aegis Communications Group, Inc.",Toronto Dominion Bank Tow,Penllergaer,sa46xj,192-528-7585,r.douthwaite0@aegisc.com
C012984,Christopher,Wade,08-Nov-87,3456,,,Anuh Pharma Ltd.,51 University St,Buckland,SN7-5LJ,121-088-6634,chrwade2@anuhph.com
C012988,Stanley,Leyland,11-Apr-59,341,,,Aps-star Industries Ltd.,41 Lesnaya Str.,London,SW1H4SQ,133-088-7683,
C013001,Royston,Harrington,08-Jun-65,4955,,,Ambuja Realty Devp. Ltd.,A1 Richmond Rd.,Brawl,KW14 2HL,141-566-7171,royharrington@ambujarealty.com
C013002,Michael,Eccles,03-Aug-62,318,,,A A A Steel & Energy (india) Ltd.,159 PARK ST,Pollokshaws,G43 3EJ,410-555-3313,mic.eccles@aaaste.com
C013038,Philip,Smith,22-Jan-98,4867,,,Aerovox Incorporated,Leuvensesteenweg 392B,Brilley,HR3 3EU,141-590-8767,phi_smith7@aerovoxincor.com
C013054,Louise,Jancey,28-Oct-56,1139,,,Amarillo Independent School District,Max-H�ggerstrasse 6,Frant,TN3 3JZ,141-566-7981,
C013056,Linda,Bradley,08-Jun-79,2562,,,Aplomb Investments Ltd.,"Av.  Pedro II, 68 - S�o Crist�v�o",Parc,LL23 7LZ,156-198-2519,linbradley@aplomb.com
C013065,Richard,Baylis,23-Feb-53,1915,,,Apple Laboratories Ltd.,400 Somerset Corp Blvd.,Ramsey,IM8 1KE,167-825-9811,richard.baylis@applelaborat.com
C013095,Bryan,Edwards,05-Oct-67,3881,,,AdvanceMed Corporation,309 Greenwich Ave Apt C222,Ansty,rh176kx,131-269-3305,bry.edwards5@advancemedco.com
C013105,Susan,Jones,12-Dec-52,663,,,American Transmission Co,27 Roulstn Road,Wolverley,SY46OH,140-896-4757,
C013153,Alan,Beale,09-Feb-84,3807,,,Arihant Leasing & Holdings Ltd.,3344 Quality Dr.,North Bradley,BA142XP,195-459-6382,ala_beale@arihantleasi.com
C013195,Donna,Brassington,12-Sep-64,2203,,,AEGON UK plc,P. O. Box 590407,Cuddington Heath,SY14 7NZ,141-559-7257,d_brassington@akn.com
C013224,Lindsay,Hemmings,27-Sep-78,0,5,10,Acme Ferro Alloys Ltd.,Acg House,South Warnborough,rg293gi,440-171-5682,lin_hemmings@acmefe.com
C013228,Nigel,Mills,08-Dec-86,768,,,Anjani Finance Ltd.,"RUA REAL GRANDEZA, 219",Kirkabister,ZE2 8SC,171-423-1683,nigel.mills@anj.com
C013235,Philip,Eggerton,27-Sep-99,0,5.5,0,aaiPharma Inc.,5756 BALTIMORE NATL PIKE,Idlicote,CV36-2PV,010-986-0169,p_eggerton@aaipha.com
C013249,Francis,Kettle,11-May-99,1435,,,ALD INTERNATIONAL,700 7th St.,Taddiport,ex38 0gl,120-649-0840,
C013286,Hedley,Bryers,20-Jan-66,2887,,,Allied Computers Intl. (asia) Ltd.,1770 Promontory Cir,Ackton,wf75eg,949-753-3171,hedbryers@alliedcomput.com
C013308,Jan,Smaczny,22-Jan-88,2967,,,Agilon Financial Inc.,"Brinker Purchasing, Inc.",Ystradgynlais,SA9 3TP,190-961-8103,j_smaczny5@agilonfinanc.com
C013333,James,Holding,08-Feb-80,2775,,,Advance Power Display Systems Ltd.,3135 Easton Turnpike,Audley End,CB11-2LY,120-331-0265,j_holding@advancepower.com
C013345,Jacqueline,Holmes,17-May-87,4281,,,Allsec Technologies Ltd.,22 Thomson Place,Swindon,SN1 0LG,171-438-5960,
C013375,Graham,Goodwin,14-Jun-72,3692,,,Arventea Ltd.,Abgunst 24,Crowdhill,SO502KT,141-030-9798,ggoodwin@arventealtd.com
C013421,Satish,Patel,18-Jul-89,908,,,ASI Corp.,26555 Northwestern Hwy,Axbridge,BS26 6TG,551-137-4896,
C013433,Louise,Walker,07-Oct-71,1163,,,Aristo Pharmaceuticals Ltd.,810 Houston St.,Balgowan,DG9 4LK,170-388-6192,louise_walker@ars.com
C013434,Nirmal,Singh,01-Sep-79,3317,,,"ASARCO, Inc.",2700 Sanders Rd,North Middleton,EH23 3YP,177-036-0933,nirsingh7@asarco.com
C013437,Kulvinder,Dhillon,14-Sep-54,374,,,"Aptuit, Inc.",800 Klein Road,Glynarthen,SA44 0BA,190-143-4805,kulvinder_dhillon@aptuitinc.com
C013447,Geoffrey,Copestake,25-Aug-88,1463,,,Armor Holdings,3051 N. 1st St.,Clayhidon,EX15 7HV,864-458-5072,gcopestake@armorholding.com
C013465,Mark,Asson,04-Sep-89,935,,,Allanasons Ltd.,PO Box 9276,Breage,TR13-8IX,515-557-7237,mar.asson@allanasonslt.com
C013466,Leslie,Pitter,19-Nov-93,4227,,,Asian Agro Farms India Ltd.,298 N Wiget Ln.,Ardmaleish,pa205ct,556-141-4357,lespitter@asiana.com
C013489,Jill,Smart,07-Apr-59,1847,,,Ahmedabad Manufacturing & Calico Prtg. Co. Ltd.,370 17th St.,Holtye Common,TN8 6GP,714-338-7718,jill.smart@ahmedabadman.com
C013498,Jill,Scammell,18-Jan-58,2171,,,Ajanta Textiles Ltd.,14000 Horizon Way,Upham,ex17 2zi,165-043-2868,
C013522,Adrian,Cowley,27-Sep-88,0,13,0,Adecco Corporation,Postbus 19202,Mulhagery,HS2 8CU,125-647-0707,adriancowley@adecco.com
C013523,Esther,Ashfield,17-Jun-64,735,,,Amore Pacific Co.,"18, quai de la Rap�e",Cobler s Green,cm69fv,151-632-8134,
C013525,Andrew,Hall,27-Sep-95,0,7.835,0,"Adea Solutions, Inc.",Moezelweg 251-255,Reaster,KW12PQ,440-178-6404,
C013532,Wayne,Kite,27-Sep-88,2283,15,11,A G Glass Ltd.,5301 Limestone Rd,Banton,G65 5NP,002-010-8385,way_kite@agglassltd.com
C013566,Susan,Collier,01-Jun-74,3348,,,Allied Stock Investors Ltd.,11480 Commerce Park Drive,Shop,ex236sl,180-021-1728,susan_collier@alliedstocki.com
C013577,Dianne,Krezel,13-Apr-77,2709,,,Asia Refinery Ltd.,1 FirstComm Plaza,Elm,pe14 1ix,832-752-5758,d_krezel@asiarefinery.com
C013583,June,Harris,27-Sep-90,1,1.665,0,Accor North America,18101 Preston Rd,Hagley,DY9 2TJ,020-762-0500,j_harris@accornortham.com
C013590,Sheila,Stone,27-Sep-99,0,10,0,Abacus Direct,The Frythe,Bewholme,YO25 6XH,022-851-6263,she_stone@apkstrkt.com
C013619,Robert,Johnston,27-Sep-71,4159,3,8,Adani Power Ltd.,Neuenhofer Weg 5,Long Load,TA10 8OY,440-207-5225,rob_johnston@adanip.com
C013621,Geoffrey,Davies,11-Apr-76,3098,,,Allied Distributing,PO Box 52690,Grotaig,IV3 1FF,194-975-3320,gdavies@allieddistri.com
C013639,Robert,Gray,12-Feb-73,413,,,AOK Systems GmbH,1 Waters Park Dr Ste 104,Kielder,NE48 2GZ,184-365-4260,rgray2@aksstm.com
C013640,Anthony,O neill,22-Mar-76,52,,,Alang Ship Breakers Ltd.,P.O. Box 219335,Hunt End,b97 1sz,120-636-9432,ant.o neill@alangshipbre.com
C013651,Joan,Stansbie,04-May-92,3092,,,Alinta Limited,25 South Front St.,Wackerfield,dl27ee,194-983-3430,joanstansbie@alntlmtt.com
C013680,Barrie,Cockrill,08-Nov-93,1801,,,Amcol International Corporation,"AVENIDA PAULISTA, 2300",Llandegveth,NP6-4CW,141-566-7990,bar_cockrill@amcoli.com
C013691,Hubert,Patten,03-Jul-60,3783,,,Alkyl Technology Ventures Ltd.,Two N Ninth Street,Mileham,pe323qk,510-682-6295,hpatten@alkltknljfnt.com
C013693,Keith,Jones,07-Jan-76,4927,,,Applied Engineering Management,12655 Beatrice St,Heston,tw5 7kb,177-020-6624,keijones9@app.com
C013696,Jaswinder,Shergill,07-May-80,4932,,,Aries Agro Equipment Pvt. Ltd.,2-4 rue henri sainte Claire Deville,Rhicullen,IV18-4IK,121-428-5178,
C013711,Andrew,Richards,25-Aug-97,358,,,Adrenalin Esystems Ltd.,44 avenue Aristide Briand,London,N14 0ZK,131-042-6570,a_richards@adrena.com
C013715,Paul,Kerrison,06-May-65,4044,,,American Equity Investment Life Insurance Company,Gebbertstr. 125,King s Heath,B141DB,181-887-1404,pau_kerrison@americ.com
C013721,Trevor,Marshall,02-Dec-51,1265,,,Affiliated Foods Incorporated,9939 Norwalk Blvd.,London,se19 7hm,154-129-8663,trevor_marshall@affiliatedfo.com
C013746,Keith,Warren,27-Sep-91,2,12.835,0,Aditya Exports Ltd.,11111 Sunset Hills Dr.,Cwmtillery,NP36SV,167-865-7455,k.warren4@adi.com
C013748,Rowan,Reid,04-Oct-73,2177,,,Apex Capital Markets Ltd.,388 Market St,Black Bourton,OX183AV,161-456-4348,
C013750,Richard,Smith,02-Jun-59,1934,,,"Advanced Medical Optics, Inc.",ICICI Bank Tower,Lansallos,PL13 3LF,160-797-4542,
C013758,Marie,Bissett,14-Sep-78,4382,,,Andhra Sea Products Ltd.,14103 Denver West Parkway,Oad Street,ME98ET,171-333-1660,mar_bissett@andhra.com
C013765,Christine,Roe,23-Mar-87,2347,,,ASA Benefits,300 Avenue Viger Est,Earlish,iv514lr,130-123-6198,
C013774,Alexander,Air,15-Nov-62,2405,,,Allsoft Corporation Ltd.,1000 Lancaster St.,Eastchurch,ME12-3NI,183-241-9744,
C013780,Graham,Brotherton,27-Sep-87,0,1.75,0,Adastra,1100 Merrill Lynch Dr.,Innerwick,eh42 8bh,207-548-3970,grabrotherton@ats.com
C013853,Neil,Hughes,02-Nov-62,4407,,,"Agriliance, LLC",135 S. State College Blvd.,Matching,cm17 2wx,120-662-8639,
C013864,Stuart,Jarvis,06-May-97,1243,,,Apex Co-operative Bank,Leopoldstr. 6,Cromwell,NG23-8ZA,167-837-5108,sjarvis@apkskprtfpnk.com
C013891,Michael,Loveridge,15-Jul-99,2027,,,Arnold Andr� GmbH & Co,6565 Penn Ave,Glendoebeg,PH32 8TP,803-396-3188,micloveridge@arn.com
C013894,Susan,Morgan,03-Aug-65,2381,,,Applicomp (india) Ltd.,Postbus 8566,Muirhead,AB33 9TY,177-020-6631,
C013911,Michael,Bullen,05-Nov-66,3540,,,"Aerospace, Marine and Electronic Systems","Place du Portage, Phase III, 8C2",Egg Buckland,PL6 7YC,141-559-7226,
C013913,Sadiq,Pumuram,27-Sep-65,0,6.5,0,Accenture Netherlands,11500 Main St,North Curry,TA3 3JU,022-061-5064,
C013936,Robert,Peters,27-Jul-67,2791,,,Ambience Space Sellers Ltd. [merged],1475 Folsom,Tidebrook,tn5 6yp,141-566-7906,
C013945,Nigel,Boswell,27-Sep-01,0,4.085,0,Ace Calderys Ltd.,408 London Fruit Exchange,Rawmarsh,S62 2QW,022-441-9345,nigelboswell@acecal.com
C013964,Pauline,Wells,27-Sep-72,0,4.585,0,ABX LOGISTICS Bahntrans GmbH,116 Cockfosters Road,Bradford,EX22 6IJ,020-539-7940,
C013993,James,Edwards,27-Sep-91,1110,13,0,Abur Auto Air Conditioning Service,33 St Mary Axe,Clapham Hill,CT5 2AW,015-243-0643,
C013994,Vivien,Henley,10-Dec-80,1121,,,Allied Fiscal Services Ltd.,8500 Carnigie Blvd.,Batcombe,BA42MV,141-577-8718,v.henley@alliedfiscal.com
C013995,Jonathon,Stretton,21-Dec-88,34,,,Amici Infopark Pvt. Ltd.,10065 Jasper Ave,Bedlinog,CF46 8YO,192-587-5250,jstretton@amicii.com
C014014,John,Clayton,27-Sep-88,17,2,0,Aditya Forge Ltd.,8501 N Scottsdale Rd,Rossett,ll12 2hs,171-455-3856,john_clayton7@aditya.com
C014020,Donald,Thompson,27-Jun-60,3208,,,Arti Agro Inds. Ltd.,Antonigasse 101-107,Blackford,BA22 0HE,404-506-7825,
C014037,Janice,Hepburn,16-Jan-64,32,,,Asian Food Products Ltd.,132 cours Charlemagne,Wharton,cw77ad,544-990-0000,jhepburn@asianf.com
C014050,Phillip,Harris,06-Apr-73,2093,,,Ambuja Cement Eastern Ltd. [merged],10 Astor Pl,Bodney,ip26 3sx,141-566-7154,p_harris@ampjsmntstrn.com
C014058,Robert,Marshall,12-Dec-53,360,,,Allana Pharmachem Ltd.,PO Box 64812,Orslow,tf103cr,303-889-2347,robert_marshall9@allana.com
C014059,John,Mcbride,19-Feb-88,173,,,A B M International Ltd.,350 N Last Chance Gulch St,Twenty,PE10 8YB,301-555-6730,jmcbride@apm.com
C014083,Brian,Cooper,26-Jul-71,3120,,,Alstom,P.O. Box 6555,Mossley,ol53od,132-372-7326,bri_cooper@alstom.com
C014086,Parminder,Dhesi,07-Dec-61,4544,,,Ambalica Enterprises Ltd.,11 rue des pr�s,Rhyn,SY116ZY,160-297-7421,
C014091,Graham,Aplin,20-Mar-59,2750,,,Akzo Nobel Catalysts B.V.,1 South Orange Street,Walcot,LN4 2UZ,192-573-8463,gra.aplin@akzono.com
C014092,Kantilal,Mistry,02-Feb-77,910,,,American Family Insurance Group,120 Eagle Rock Ave.,Saxtead Green,ip13 7hg,181-822-5464,kan_mistry2@americanfami.com
C014103,Richard,Strauch,15-Mar-95,333,,,A B L International Ltd.,PO Box 454,Huish Champflower,TA4 3XM,023-671-0099,r.strauch@aplntrnxnllt.com
C014125,Mark,Colley,27-Sep-87,0,0.5,0,Aditya Birla Retail Ltd.,3041 Cochran St.,Newby Bridge,LA121ZK,146-937-1068,marcolley@attprlrtllt.com
C014137,Stephen,Farmer,18-Mar-79,4003,,,Al Ameen Intl. Ltd.,101 Hudson Street,Culrain,IV24 6NA,151-076-8487,ste_farmer@almnntllt.com
C014139,Anne,Mitchell,24-Nov-72,2247,,,Advantec Corp.,11107 Sunset Hills Rd.,Ashford Carbonel,sy82nc,185-867-6319,anne_mitchell@advanteccorp.com
C014165,Alan,Reid,28-Jul-85,2983,,,Advance Food Company,12000 Vista Del Mar,Kerswell,EX15 0PY,170-394-7270,alan_reid@advanc.com
C014180,John,Dale,02-Jun-66,2234,,,Anderson News Company,6 Waltham Park,Duncroist,FK21-0OI,141-591-2410,
C014209,James,Percival,02-May-56,1513,,,Akzo Nobel N.V.,PO Box 90258,Farington,PR58LS,151-076-8484,j.percival7@aksnplnf.com
C014217,Jeanette,Stanton,20-Jul-92,2225,,,American Isuzu Motors Inc.,92 River Rd.,Milton,IV54 6SK,480-629-7700,
C014245,Ranjana,Pal,02-Jul-87,3474,,,AIG Inc.,"A/5 - Longview Road, Clase",Milborne Wick,DT9 7SI,120-654-5343,ranpal@aiginc.com
C014247,Kathryn,Yates,20-Apr-93,3498,,,Ambattur Constructions Ltd.,1 Riverside Plaza,Middleton,SY15 0DL,141-566-7036,katyates@amptrknstrkx.com
C014253,Michelle,Morrish,27-Sep-85,20,3,0,"ABF Freight System, Inc.",Trinity Park,Brayton,YO8-4UX,713-555-3905,m.morrish9@abffreightsy.com
C014261,Michael,Churchill,27-Sep-99,0,0.165,0,ABC Corp,Trafalger House,West Green,RG27 6ZZ,013-809-1430,michael_churchill1@abc.com
C014298,Margaret,Ingram,13-Jan-62,1525,,,Amit Holdings Ltd.,"11, rue de la Gare",Charney Bassett,OX12 7MA,130-373-7198,mar.ingram@amitholdings.com
C014312,Donald,Barnes,25-Mar-96,999,,,Ador Welding Ltd.,NOT PROVIDED,Corse Lawn,GL19 3NZ,161-452-9035,
C014331,Jane,Davis,27-Sep-96,0,0,0,Accelrys Inc.,123 Promenade,Unapool,IV273XE,023-173-5270,
C014336,Walter,Meredith,16-Jul-51,1963,,,Ahmedabad New Cotton Mills Co. Ltd. [merged],201 E. Colfax Ave.,Fifehead Neville,dt10 5tm,949-252-4173,wmeredith@amt.com
C014341,Karen,Lewis,14-Oct-95,4920,,,Alliance Comnet Ltd.,P.O. Box 8424,Alderman s Green,CV2-8LP,141-522-2250,
C014367,Marlene,Gough,12-Jan-51,591,,,Afcons Dredging & Marine Services Ltd.,801 Cherry St.,Whitsbury,SP6 9UT,165-037-7394,
C014368,Joanne,Carpenter,27-Apr-69,4851,,,Ardeshir B Cursetjee & Sons Ltd.,303 Peachtree Street,Blaen Y Coed,SA33 7ER,770-888-4125,j_carpenter@ard.com
C014380,Terence,Malton,18-Feb-94,555,,,Advantage Sales and Marketing Inc.,1525 Wilson blvd,Southend,PA28-1ZX,185-867-6217,t.malton4@atfntj.com
C014398,Sheila,Bailey,11-Jul-83,3099,,,APO-Bank,20 Place des Vins de France,Lytham,FY8 3IW,177-075-2324,sbailey2@apobank.com
C014418,Stephen,Swain,05-Dec-53,4351,,,Akasaka,10960 Wilshire Blvd.,Ledwell,OX7 9GU,165-043-2408,s_swain@aks.com
C014419,Shirley,Rex,27-Mar-93,4997,,,Amt f�r Informatik d. Kt. Grau,18 Terrasse Bellini,Darnall,S9 2AV,130-333-6789,shi_rex3@amtf�rinform.com
C014425,James,Shaw,24-Nov-67,3461,,,"Apple Computer, Inc.",Z�rcherstrasse 13,Suckley,wr69xb,167-825-9804,jam_shaw@aplkmptrnk.com
C014430,Victor,Finnegan,08-May-77,295,,,Amani Trading & Exports Ltd.,1420 Harbor Bay Pkwy Ste 195,Pentre Saron,LL16 3JG,141-562-7700,victor.finnegan7@amanit.com
C014469,Ann,Groves,27-Sep-94,0,0.165,0,Addisons Paints & Chemicals Ltd.,Postbus 470,Worlds End,PO7-7MJ,207-150-3221,ann.groves@addisonspain.com
C014471,Geoffrey,Bryan,26-Feb-54,330,,,Ajinkya Trading Ltd.,P.O. Box 9322,Rosedale Abbey,YO18 1PR,165-043-2404,
C014474,Avrille,Wilson,26-Sep-94,961,,,Andhra Pradesh Power Finance Corpn.,2641 Orchard Pkwy.,Bronygarth,LL14 1KT,148-036-5209,a.wilson4@and.com
C014494,Helen,Bolton,17-Jun-91,3630,,,Alpine Trading & Finance Ltd.,900-191 Broadway,Ravensden,MK44 9IQ,805-955-3119,
C014498,Michael,Garwood,03-May-71,1964,,,American Express Bank Ltd.,110 Silver St.,Dotland,NE46 2NT,181-892-4365,michael_garwood@americ.com
C014518,Patricia,Cockburn,27-Sep-92,1,13.665,0,"ABC, Inc.",401 N Last Chance Gulch St,Eaglethorpe,PE8 9TN,512-555-2323,p_cockburn3@abcinc.com
C014534,Denise,Wilson,18-Dec-89,4032,,,Alamelu Spinners Ltd.,P. O. Box 5108,Henley In Arden,b95 4ml,192-573-8445,
C014542,Julian,Branston,27-Sep-87,1,2.04,0,Accenture India Pvt. Ltd.,Quadrant House,Rothersthorpe,NN71TE,410-555-3301,j_branston9@accent.com
C014556,Gary,Glew,11-Mar-85,2893,,,Adtech Systems Ltd.,"127-137, rue d'Aguesseau",Little Cowarne,HR7 8HX,197-331-6417,g.glew@adtech.com
C014563,Paul,Cotton,27-Sep-01,0,0.125,0,Accor France,3254 Dauphin St,London,ec4v1at,019-222-9275,paul_cotton@acc.com
C014612,Peter,Hall,27-Sep-99,540,9.25,4,A V I Export (india) Ltd.,12615 BROOKGLADE CIR,Slapton,TQ7-5ML,440-123-4755,
C014619,Dianne,Mooy,14-Apr-60,3930,,,Amrut Merchandising Ltd.,Avenue De Verdun,Balliekine,ka271lk,184-782-4236,d_mooy@amr.com
C014620,Mohammed,Ibrahim,07-Sep-75,4469,,,Alliance Consultanting,1000 E. Hanes Mill Rd.,Harris,PH43-6GH,192-532-4001,
C014622,Linda,Capewell,16-Jan-61,834,,,Akar Polymatik Ltd. [merged],PO Box 476,Deerness,KW17 1CW,165-043-2424,l.capewell3@aka.com
C014662,Elsie,Allen,09-Mar-66,302,,,Aerostar Helmets Ltd.,Leuvensesteenweg 392B,St Michael s On Wyre,PR3 9EL,141-590-8736,e.allen@arstrlmtslt.com
C014672,Clifford,Richards,04-Mar-90,381,,,A B G Kolkata Container Terminal Pvt. Ltd.,626 1/2 ALLSTON ST,Corsemalzie,DG8 3ZL,713-555-2325,c_richards@apkklktkntnr.com
C014685,William,Mcdowall,17-Feb-69,463,,,Alchemie Drugs Ltd.,501 US Highway Route 22 West,Cynghordy,SA20 9MB,206-377-8494,williammcdowall@alxmtr.com
C014703,Andrew,Dalton,27-Sep-60,0,18.5,17,A D F Foods Ltd.,800 Delaware Ave,Eaglesfield,CA13 9HU,018-959-5542,adalton@atfftslt.com
C014714,Mabel,Edwards,02-Nov-81,1179,,,"ALLTEL Communications, Inc.",5050 Yonge St.,Birmingham,B5-8TU,171-450-4473,
C014725,Natalie,Jones,01-Mar-78,4713,,,Altran SI,1500 Crittenden Ln,Fintry,g639xi,171-425-7537,natjones@altrns.com
C014742,Peter,Cooley,26-Jul-92,4936,,,Asiatic Textile Co. Ltd.,4777 Menard Dr.,Slatenber,la60bv,571-162-9288,p_cooley@asiatictexti.com
C014759,Einion,Jones,24-Nov-74,4454,,,Ancent Software International Ltd.,8505 Research Way,Langridge,ex373jl,194-921-9497,einjones3@ancentsoftwa.com
C014812,Mrs,Smith,02-Apr-85,1577,,,AON France,tbc,Witney,OX85ZG,180-378-8022,mrs.smith8@aonfra.com
C014833,Rosemary,Farmer,27-Sep-97,0,11.835,0,ACI Worldwide Inc.,Millennium Place,Glyndebourne,BN8 0QT,440-208-6954,rosfarmer@asrlttnk.com
C014850,Brendan,Coss,27-Sep-74,0,5,0,Accauto Marketing Ltd.,8613 PEAR ST,Sprowston,NR7 5LZ,302-555-1221,
C014852,Lucinda,Woolley,03-Jun-57,3760,,,Alyeska,800 S. Northpoint Blvd.,Kidstones,DL8-5AA,171-425-7525,lucinda_woolley9@alsk.com
C014891,Stephen,Taylor,13-Feb-96,319,,,Agarwal Steel Complex Ltd.,PO Box 26898,Thorn Falcon,TA3 3XZ,142-551-4070,s_taylor@agarwalsteel.com
C014907,Darren,Hassall,27-Nov-85,1041,,,Ajanta Paper & General Products Ltd.,P. O. Box 2991,East Boldre,SO42 1SW,165-043-2389,dhassall5@ajntpprjnrlp.com
C014940,Clive,Medford,27-Oct-58,3897,,,Alberta Learning,11419 Sunset Hills Rd.,Stowlangtoft,IP31 6BD,120-637-7128,
C014958,Clive,Welch,19-Dec-00,4197,,,Apex Holdings Ltd.,5 Place Ville Marie,Boghead,AB45 2MZ,161-456-4424,c_welch@apexho.com
C014974,Chanchal,Mistry,23-Jan-91,4408,,,"Argonaut Group, Inc.",977 N. Broadway,Vigo Village,da138jh,177-043-3609,
C014978,Gillian,Brownjohn,14-Apr-75,3327,,,"Advanced Micro Devices, Inc.",1310 North Court House Rd.,Aston Clinton,HP22 4YQ,184-771-4259,gbrownjohn4@advanc.com
C015000,Carolyn,Bourne,26-Oct-55,471,,,Asrani Tubes Ltd.,500 Volvo Parkway,Baverstock,SP3 6VD,555-484-3800,cbourne@asranitubesl.com
C015020,Najma,Ali,20-Jun-65,1335,,,Anup Malleables Ltd.,5 rue Ren� Biviani,West Tisted,so24 8qm,121-475-7088,n_ali@anupmalleabl.com
C015028,Steven,Williams,16-Jul-64,1671,,,Agrashakti Paper Mills Pvt. Ltd.,PO Box 451902,Kirkburton,HD8 3LE,171-467-1670,s_williams0@akrxkt.com
C015056,Trevor,Mccoy,23-Jul-64,4009,,,Application Development Trends,Saudi Aramco,Fiddler s Green,hr10st,177-020-6635,tre_mccoy@app.com
C015064,Jonathan,Phillips,25-Dec-65,2485,,,Alliant Energy Corporation,4400 Alafaya Trail,Marske,dl112qr,151-521-3742,j.phillips@allian.com
C015072,Joyce,Green,11-Jan-53,2408,,,"Alloy, Inc.",350 N. Sunny Slope Rd.,Wrightpark,fk84cm,171-454-1996,j.green@alnk.com
C015120,Sadia,Naz,10-Jul-62,4151,,,2nd Source,1300 N Market St Suite 300,Coedpoeth,ll11 5wi,406-555-3591,
C015151,Suzanne,Proudley,02-Aug-00,1641,,,Aircommand International Ltd.,PO Support,Wallasey,ch440kq,140-891-9031,suzproudley@arkmnt.com
C015185,Colin,Richards,02-Aug-72,4185,,,Arklite Speciality Lamps Ltd.,Carrera 19 No 109 A-60,Greenfield,rg9 0dz,191-661-4773,col.richards1@arkltspsltlm.com
C015192,Allen,Jervis,21-Oct-65,1363,,,Anant Rotospin Ltd.,54 Lombard Street,Baconsthorpe,nr254nq,194-979-0391,a_jervis@anantr.com
C015205,Andrew,Billett,14-Oct-53,4505,,,Argos Limited,720 Park Blvd.,Belmont,ZE2-6LG,180-383-5616,abillett@arkslmtt.com
C015221,Michael,Craig,05-Mar-59,4577,,,Applied Solutions Inc.,609 Granville St,Warminster,ba128iz,177-098-0053,mcraig@app.com
C015224,Olive,Astley,19-Dec-73,372,,,Alagendran Property Developers Ltd.,6262 Sunset Dr.,Llanbeder,NP6 5VP,151-076-8781,oliastley8@alagendranpr.com
C015231,Richard,Hall,06-Jun-81,2574,,,Aryan Paper Mills Ltd.,Am Tucherpark 16,Horning,NR12 5ZM,130-198-9487,richall8@aryanp.com
C015247,Wendy,Watkin,04-Sep-00,3593,,,Allied Domecq,Europark Fichtenhain B10,Sustead,NR11 7FZ,194-975-3317,wenwatkin1@alttmk.com
C015308,Gary,Carless,27-Sep-97,4,1.25,0,Adayar Gate Hotel Ltd.,Johan de Wittlaan 3,Tockenham,sn44um,440-118-9686,gar.carless@ada.com
C015327,James,Gordon Cumming,16-Mar-60,84,,,Art In Motion,6600 Cotes-Des-Neiges,Pen Y Cefn,CH7 6EQ,140-488-8219,jam.gordon cumming9@artnmxn.com
C015328,Brenda,Hastings,15-Jun-76,4708,,,Alexander International,PO BOX 182171,Rhydyfelin,CF37 9NQ,120-642-7927,brehastings@alexan.com
C015355,Molly,Freeman,18-Dec-84,987,,,Adlabs Distributors & Exhibitors Ltd.,5775 Peachtree Dunwoody Rd.,Kidderminster,DY10 9NE,131-269-3750,m.freeman@adl.com
C015363,Ellen,Mulhern,12-Jun-99,112,,,Arcee Ispat Udyog Ltd.,1180 Avenue of the Americas,Little Somborne,SO20 4HQ,171-948-4265,
C015382,Malcolm,Motte,02-Feb-96,1140,,,Asian Optical Fibres Ltd.,Cardale Park,Munderfield Row,HR7 6KE,550-114-4145,
C015387,Paul,Heritage,27-Sep-83,0,1.75,0,Acterna Corporation,Spring House,Eastgate,DL13 0EV,016-371-5572,pau_heritage5@act.com
C015438,Richard,Allen,27-Sep-92,0,2.875,0,Acxiom Corp.,"5, rue pilliers de la chauvini�re",Bovingdon,HP3 3YO,440-145-2372,richard_allen@acxiom.com
C015492,Sandra,Taylor,23-May-61,1313,,,"Agilent Technologies, Inc.",The Mountain,Migvie,AB34 3AW,162-653-5870,staylor@agi.com
C015497,Vimi,Nijjar,01-Feb-92,1186,,,Aquila Technologies,13141 Rosa Parks Blvd.,Silvington,dy14 8yw,171-948-4256,
C015498,Joanne,Smith,27-Sep-89,10,3,1,Accurate Transformers Ltd.,75 Waterloo Street,Cople,MK44 6FQ,713-555-3513,jsmith@akrttr.com
C015504,Michael,Davis,27-May-68,4793,,,Arcadia Shipping Ltd.,370 E. 1130 St.,Buildwas,tf81ch,901-434-7432,mdavis@arcadi.com
C015505,David,Wills,06-Feb-83,3394,,,Airtravel Enterprises India Ltd.,Chemical Division,Innerleven,KY8 7RO,141-435-9390,dwills8@air.com
C015525,Ian,Mcdonald,18-Feb-77,2172,,,Arrow Coated Products Ltd.,3800 Marly,Bathford,BA1 6UF,133-674-1345,i_mcdonald@arkttprtktsl.com
C015537,Jj,Jobson,23-Nov-85,2885,,,3P/EGC,7826 MONTILLA CT,Alnham,ne656gy,406-555-3321,jjjobson@pkk.com
C015573,Brian,Johnson,15-Dec-53,1635,,,Andhra Bank,Syan House Coronation Road,Ferrensby,HG5 8RH,190-962-3232,b_johnson3@antrpnk.com
